image_path,pred_class,edge_mass_fraction,center_of_mass_distance_px,flagged_background
Image_Folder/Mesohippus_sp_test/19.png,2,0.20108537375926971,4.2427811977874095,0
Image_Folder/Mesohippus_sp_test/27.png,2,0.46888601779937744,6.160341880259165,0
Image_Folder/Mesohippus_sp_test/34.png,2,0.27644309401512146,5.663473120790214,0
Image_Folder/Mesohippus_sp_test/4.png,2,0.3553040325641632,1.7051830148691294,0
Image_Folder/Mesohippus_sp_test/50.png,4,0.8401100635528564,8.583348969349768,1
Image_Folder/P_leonensis_test/11.png,4,0.9206752777099609,16.01683566339677,1
Image_Folder/P_leonensis_test/25.png,3,0.22262604534626007,4.016782837658029,0
Image_Folder/P_leonensis_test/36.png,4,0.09171127527952194,4.262763449701837,0
Image_Folder/P_leonensis_test/47.png,3,0.253019243478775,5.288234148348695,0
Image_Folder/P_leonensis_test/49.png,4,0.9208319783210754,11.21039146751323,1
Image_Folder/P_leonensis_test/.ipynb_checkpoints/36-checkpoint.png,4,0.09171127527952194,4.262763449701837,0
Image_Folder/P_leonensis_test/.ipynb_checkpoints/49-checkpoint.png,4,0.9208319783210754,11.21039146751323,1
Image_Folder/Mesohippus_sp_resized_gray/1.png,2,0.3446146547794342,1.3845668303194223,0
Image_Folder/Mesohippus_sp_resized_gray/10.png,2,0.5613927841186523,4.20750756002656,1
Image_Folder/Mesohippus_sp_resized_gray/11.png,2,0.271481990814209,2.1065773689834684,0
Image_Folder/Mesohippus_sp_resized_gray/12.png,2,0.5541465878486633,1.2560535789886085,1
Image_Folder/Mesohippus_sp_resized_gray/13.png,2,0.2566933035850525,2.858207221440905,0
Image_Folder/Mesohippus_sp_resized_gray/14.png,2,0.43724727630615234,2.958196862731821,0
Image_Folder/Mesohippus_sp_resized_gray/15.png,2,0.27626800537109375,3.038455960899649,0
Image_Folder/Mesohippus_sp_resized_gray/16.png,2,0.4287864863872528,2.1725069485441173,0
Image_Folder/Mesohippus_sp_resized_gray/17.png,2,0.38078707456588745,4.294732050610624,0
Image_Folder/Mesohippus_sp_resized_gray/18.png,2,0.2670733332633972,2.423164700105232,0
Image_Folder/Mesohippus_sp_resized_gray/2.png,2,0.23685920238494873,2.3325682877650764,0
Image_Folder/Mesohippus_sp_resized_gray/20.png,2,0.35861703753471375,3.987341498261978,0
Image_Folder/Mesohippus_sp_resized_gray/21.png,2,0.2308296263217926,2.0302596531241996,0
Image_Folder/Mesohippus_sp_resized_gray/22.png,2,0.4460427761077881,3.9937149291447476,0
Image_Folder/Mesohippus_sp_resized_gray/23.png,2,0.2870728671550751,5.766426137223943,0
Image_Folder/Mesohippus_sp_resized_gray/24.png,2,0.2558409869670868,0.33294071558421495,0
Image_Folder/Mesohippus_sp_resized_gray/25.png,2,0.57062166929245,2.7199437995704376,1
Image_Folder/Mesohippus_sp_resized_gray/26.png,2,0.5424047708511353,2.9237528441416862,0
Image_Folder/Mesohippus_sp_resized_gray/28.png,2,0.5299257040023804,1.3899218819404804,0
Image_Folder/Mesohippus_sp_resized_gray/29.png,2,0.4940855801105499,2.718166814337032,0
Image_Folder/Mesohippus_sp_resized_gray/3.png,2,0.21022239327430725,3.6754794540377045,0
Image_Folder/Mesohippus_sp_resized_gray/30.png,2,0.1962706744670868,2.4373045164835077,0
Image_Folder/Mesohippus_sp_resized_gray/31.png,2,0.5292037129402161,3.0689427712324,0
Image_Folder/Mesohippus_sp_resized_gray/32.png,2,0.2655473053455353,7.185929282159303,0
Image_Folder/Mesohippus_sp_resized_gray/33.png,2,0.23656423389911652,7.357431424078238,0
Image_Folder/Mesohippus_sp_resized_gray/35.png,2,0.30832621455192566,2.383530624414474,0
Image_Folder/Mesohippus_sp_resized_gray/36.png,2,0.2288178950548172,1.9348723224185314,0
Image_Folder/Mesohippus_sp_resized_gray/37.png,2,0.5935444235801697,3.0507827485931096,1
Image_Folder/Mesohippus_sp_resized_gray/38.png,2,0.1854715794324875,2.5899027248203392,0
